time,temperature,humidity,ph,ec
2025-06-21 20시,19,78.8,4.86,8.38
2025-06-21 21시,18.9,83.4,4.86,8.38
2025-06-21 22시,19,85.2,4.86,8.38
2025-06-21 23시,19,86,4.86,8.38
2025-06-22 00시,18.6,85.1,4.86,8.38
2025-06-22 01시,18,81.6,4.86,8.38
2025-06-22 02시,17.1,84.2,4.86,8.38
2025-06-22 03시,17,86.4,4.86,8.38
2025-06-22 04시,17,87.6,4.86,8.38
2025-06-22 05시,17.1,88.3,4.86,8.38
2025-06-22 06시,17,82.7,4.86,8.38
2025-06-22 07시,17.5,77.3,4.86,8.38
2025-06-22 08시,20,69.4,4.86,8.38
2025-06-22 09시,21.4,48.9,4.86,8.38
2025-06-22 10시,22,48.9,4.86,8.38
2025-06-22 11시,22,52.3,4.86,8.38
2025-06-22 12시,21.5,54.4,4.86,8.38
2025-06-22 13시,21,59.2,4.86,8.38
2025-06-22 14시,21,62.5,4.86,8.38
2025-06-22 15시,20,64,4.86,8.38
2025-06-22 16시,20,67.1,4.86,8.38
2025-06-22 17시,20,68.2,4.86,8.38
2025-06-22 18시,20,70.2,4.86,8.38
2025-06-22 19시,19.7,70.5,4.86,8.38
2025-06-22 20시,19,74.2,4.86,8.38
2025-06-22 21시,19,81.6,4.86,8.38
2025-06-22 22시,19,83.2,4.86,8.38
2025-06-22 23시,19,84,4.86,8.38
2025-06-23 00시,19,82.8,4.86,8.38
2025-06-23 01시,19,83,4.86,8.38
2025-06-23 02시,18.7,80.4,4.86,8.38
2025-06-23 03시,18,81.2,4.86,8.38
2025-06-23 04시,18,83.2,4.86,8.38
2025-06-23 05시,18,83.7,4.86,8.38
2025-06-23 06시,18,77.9,4.86,8.38
2025-06-23 07시,19,80.6,4.86,8.38
2025-06-23 08시,20.7,65.1,4.86,8.38
2025-06-23 09시,21,51.2,6.11,8.32
2025-06-23 10시,21,51.1,6.11,8.32
2025-06-23 11시,21,53.2,6.11,8.32
2025-06-23 12시,21,55.3,6.11,8.32
2025-06-23 13시,21,57.9,6.11,8.32
2025-06-23 14시,21,59.7,6.11,8.32
2025-06-23 15시,20.5,59.3,6.11,8.32
2025-06-23 16시,21,62.3,5.76,8.43
2025-06-23 17시,20.1,63.2,5.76,8.43
2025-06-23 18시,20,64.9,5.76,8.43
2025-06-23 19시,20,66.8,5.76,8.43
2025-06-23 20시,19.9,71,5.76,8.43
2025-06-23 21시,19,76.7,5.76,8.43
2025-06-23 22시,19.9,79.4,5.76,8.43
2025-06-23 23시,19.2,79.7,5.76,8.43
2025-06-24 00시,19,80.7,5.76,8.43
2025-06-24 01시,19,81.7,5.76,8.43
2025-06-24 02시,19,82.3,5.76,8.43
2025-06-24 03시,19,82.8,5.76,8.43
2025-06-24 04시,19,85.3,5.76,8.43
2025-06-24 05시,19.6,85.7,5.76,8.43
2025-06-24 06시,20,81.2,5.76,8.43
2025-06-24 07시,20,75.6,5.76,8.43
2025-06-24 08시,20,71.2,5.76,8.43
2025-06-24 09시,20,69,5.76,8.43
2025-06-24 10시,20.4,68.6,5.76,8.43
2025-06-24 11시,21,63.9,5.76,8.43
2025-06-24 12시,21,62.5,5.76,8.43
2025-06-24 13시,21,58.1,5.76,8.43
2025-06-24 14시,20.9,59.9,5.76,8.43
2025-06-24 15시,20.1,61.1,5.76,8.43
2025-06-24 16시,20.2,61.7,5.76,8.43
